id,lat,lon,dir,vel
162,31.1610938293141,121.47118460385973,173.75,9.63
163,31.16006085974833,121.47136328119436,170.0,10.79
164,31.15907858786288,121.47144162359842,182.64,14.99
165,31.15804893686698,121.47137348662405,188.02,13.47
166,31.157161844064504,121.47117189769477,192.46,13.33
167,31.15617373643778,121.47094523587984,188.27,13.89
168,31.15519375033539,121.470763722894,190.89,13.5
169,31.154233818378383,121.47060528469922,189.8,12.81
170,31.153155205942408,121.47054016317571,176.72,12.74
171,31.15211702476646,121.4706395779594,171.02,14.99
172,31.151196980860522,121.47081122015686,169.53,10.25
173,31.15014013462834,121.47102802332542,170.25,10.76
174,31.149174233711594,121.4712418098854,168.94,5.27
175,31.14825355714895,121.47154488849678,149.49,8.42
176,31.148151829856605,121.47270474378283,78.12,11.94
177,31.148406048822476,121.47390372998382,79.68,9.84
178,31.148602218638892,121.47506562629847,80.06,9.83
179,31.148818029371128,121.47609710462248,71.31,5.43
180,31.147970483029926,121.47645037915964,170.69,11.82
181,31.146951080003365,121.47647053463272,179.86,14.94
182,31.146010881637935,121.47657697746057,168.63,11.77
183,31.144971100595196,121.47681086384536,175.25,14.24
184,31.143840767287383,121.47683403918245,180.38,15.62
185,31.14272418114138,121.47677091878599,188.91,15.83
186,31.14170467580287,121.47675394765676,167.83,13.59
187,31.14071633266201,121.47714938256847,166.33,15.23
188,31.139619251782506,121.4772658744078,185.71,14.99
189,31.138634741101622,121.47725291384113,166.8,13.12
190,31.137595594083464,121.47770555276361,167.99,12.4
191,31.136554463271587,121.47781401340596,174.22,14.61
192,31.135586161673896,121.47787630957268,183.52,12.27
193,31.1347059294861,121.47763054139527,196.94,12.35
194,31.133737298173052,121.47757744179201,166.16,9.39
195,31.132904811450025,121.4769011992294,264.95,11.36
196,31.132814409441735,121.47568908176545,263.55,8.04
197,31.13268909228587,121.47449204692089,259.39,13.74
198,31.132496097029968,121.47338835958253,259.89,13.5
199,31.132332233284984,121.4723298461635,254.64,11.85
200,31.132022640704445,121.47133357572294,213.61,2.98
201,31.13110860225858,121.471503213411,167.75,3.13
202,31.130223601930382,121.4716919122911,174.38,3.44
203,31.12932758925761,121.47187358967828,167.91,4.2
204,31.12841757971053,121.47205326235989,173.97,3.57
205,31.12751355966388,121.47222992526727,173.88,2.45
206,31.12657863837309,121.472435688186,171.0,6.81
207,31.12562875166727,121.47265048337131,167.32,9.13
208,31.124717691351936,121.47281009239785,172.3,7.89
209,31.123810724982707,121.47300381539613,166.22,6.96
210,31.122880794723578,121.47320556797769,171.47,4.83
211,31.121915750080813,121.47335916340747,168.6,5.29
212,31.120942887736167,121.47357597157429,173.91,5.73
213,31.120018901545123,121.47375765884978,169.57,8.41
214,31.119042902614694,121.47392430076424,168.96,4.9
215,31.118146996246104,121.47413909818978,168.85,9.0
216,31.117159127409973,121.47434888755075,166.08,9.71
217,31.116216198455653,121.47454563004214,172.05,7.47
218,31.115236240030956,121.47472431558467,170.97,7.55
219,31.11424041611682,121.47494715215466,168.42,8.49
220,31.113332471426745,121.47514389402762,169.67,9.54
221,31.112357541993042,121.47533261522236,171.46,8.36
222,31.112077825471584,121.47643437905721,70.51,8.1
223,31.112477658563115,121.47750299458504,57.13,8.56
224,31.113003029112946,121.4784291295426,63.22,7.91
225,31.113385754295578,121.47944660719183,67.01,6.63
226,31.113742635657747,121.4805082573523,67.94,4.18
227,31.114079416099184,121.48152677589457,93.05,3.3
228,31.1130563562677,121.48199851067011,163.89,11.26
229,31.11205492036242,121.48234480734368,165.05,8.4
230,31.111178311607297,121.4826549683438,162.97,12.87
231,31.110196853417875,121.48299624871137,163.11,13.37
232,31.109268311716452,121.48331845905763,162.67,5.82
233,31.10838170113108,121.48362461064391,163.38,12.31
234,31.107513129155944,121.48394681838253,163.63,10.8
235,31.10650469813191,121.48429011355017,162.47,10.59
236,31.105501251176094,121.48462839194285,163.66,11.14
237,31.10448685037514,121.48497971864961,163.22,11.77
238,31.103573318042436,121.4853049458322,163.08,14.43
239,31.102597860055795,121.48564322558973,163.13,11.45
240,31.10155151722684,121.48600660146737,163.94,12.96
241,31.10056806363885,121.48634388074056,164.13,14.98
242,31.099549672559878,121.4866952139651,163.41,13.0
243,31.09851136850328,121.48707163920317,164.19,12.0
244,31.097601779401774,121.48737579771927,162.72,13.28
245,31.09669121276957,121.48768698212398,161.03,2.49
